Krankenhaus,Adresse,n_Betten,url
Medizinische Hochschule Hannover,"Carl-Neuberg-Straße 1, 30625 Hannover",1.520,http://www.mh-hannover.de
Vinzenzkrankenhaus Hannover,"Lange-Feld-Strasse 31, 30559 Hannover",345,http://www.vinzenzkrankenhaus.de
BDH-Klinik Hessisch Oldendorf gGmbH,"Greitstraße 18-28, 31840 Hessisch Oldendorf",113,http://www.bdh-klinik-hessisch-oldendorf.de
St. Bernward Krankenhaus,"Treibestr. 9, 31134 Hildesheim",508,https://www.bernward-khs.de/
Helios Klinikum Hildesheim GmbH,"Senator-Braun-Allee 33, 31135 Hildesheim",579,https://www.helios-gesundheit.de/kliniken/hildesheim/
KRH Psychiatrie Langenhagen,"Rohdehof 3, 30853 Langenhagen",184,https://psychiatrie-langenhagen.krh.de/
Paracelsus-Klinik am Silbersee,"Oertzeweg 24, 30851 Langenhagen",90,https://www.paracelsus-kliniken.de/langenhagen.html
Burghof-Klinik,"Ritterstraße 19, 31737 Rinteln",182,http://www.burghof-klinik.de
Klinikum Wahrendorff,"Rudolf-Wahrendorff-Str. 22, 31319 Sehnde OT Ilten",281,http://www.wahrendorff.de
Augenklinik Stadthagen,"Brunnenstr.  12, 31655 Stadthagen",3,http://www.augenklinik.org
"Kliniken Landkreis Diepholz gGmbH, Klinik Sulingen","Schmelingstraße 47, 27232 Sulingen",133,http://www.kliniken-lkd.de
DIAKOVERE Annastift,"Anna-von-Borries-Straße  1-7, 30625 Hannover",161,https://www.diakovere.de/unternehmen-mehr/krankenhaeuser/annastift/
KRH Geriatrie Langenhagen (Akut-Geriatrie),"Rohdehof  3, 30853 Langenhagen",40,http://krh.eu/klinikum/GEL/Seiten/default.aspx
Helios Kliniken Mittelweser,"Ziegelkampstr. 39, 31582 Nienburg",285,http://www.helios-gesundheit.de/mittelweser
Helios Kliniken Mittelweser,"Holzhäuser Weg 28, 31592 Stolzenau",63,http://www.helios-gesundheit.de/mittelweser
KRH Klinikum Robert Koch Gehrden,"Von-Reden-Straße 1, 30989 Gehrden",358,http://krh.eu/klinikum/RKG/Seiten/default.aspx
KRH Klinikum Agnes Karll Laatzen,"Hildesheimer Straße 158, 30880 Laatzen",246,https://laatzen.krh.de/
KRH Klinikum Großburgwedel,"Fuhrberger Straße 8, 30938 Burgwedel",223,https://grossburgwedel.krh.de/
AMEOS Klinikum Hildesheim,"Goslarsche Landstraße 60, 31135 Hildesheim",475,https://www.ameos.eu/standorte/ameos-west/hildesheim/
KRH Klinikum Neustadt am Rübenberge,"Lindenstraße  75, 31535 Neustadt am Rübenberge",275,http://www.krh.eu/klinikum/NRB/Seiten/default.aspx
KRH Klinikum Lehrte,"Manskestraße 22, 31275 Lehrte",158,https://lehrte.krh.de/
KRH Psychiatrie Wunstorf,"Südstraße  25, 31515 Wunstorf",486,https://www.krh.eu
MEDIAN Zentrum für Verhaltensmedizin Bad Pyrmont - Fachkrankenhaus,"Bombergallee 11, 31812 Bad Pyrmont",73,https://www.median-kliniken.de/de/median-zentrum-fuer-verhaltensmedizin-bad-pyrmont-fachkrankenhaus/
AMEOS Klinikum Hameln,"Wilhelmstraße 5, 31785 Hameln",53,https://www.ameos.eu/standorte/ameos-west/hameln/ameos-klinikum-hameln/
MediClin Klinik für Akutpsychosomatik und Psychotherapie,"Lug ins Land 5, 31848 Bad Münder",49,http://www.deister-weser-kliniken.de
AGAPLESION EV. BATHILDISKRANKENHAUS gemeinnützige GmbH,"Maulbeerallee 4, 31812 Bad Pyrmont",243,http://www.bathildis.de
AGAPLESION EVANGELISCHES KRANKENHAUS HOLZMINDEN,"Forster Weg  34, 37603 Holzminden",183,http://www.evk-holzminden.de/
KRH Klinikum Siloah,"Stadionbrücke  4, 30449 Hannover",555,http://krh.eu/siloah
Psychiatrisch-Psychosomatische Klinik Celle,"Schlepegrellstraße 4, 29223 Celle",67,http://www.klinikum-celle.de
"Aller-Weser-Klinik gGmbH, Krankenhaus Achim","Bierdener Mühle 2, 28832 Achim",124,http://www.aller-weser-klink.de
Diana Krankenhausbetriebsgesellschaft mbH,"Dahlenburger Straße 2 a, 29549 Bad Bevensen",30,http://www.diana-klinik.de/
Falkenried Caduceus Klinik,"Niendorfer Weg 5, 29549 Bad Bevensen",33,http://caduceus-klinik.de/
OsteMed Klinik Bremervörde,"Gnarrenburger Straße 117, 27432 Bremervörde",102,http://www.ostemed.de
Krankenhaus Buchholz,"Steinbecker Straße 44, 21244 Buchholz in der Nordheide",291,http://krankenhaus-buchholz.de
Elbe Klinikum Buxtehude,"Am Krankenhaus 1, 21614 Buxtehude",256,http://www.elbekliniken.de
ALLGEMEINES KRANKENHAUS CELLE,"Siemensplatz 4, 29223 Celle",635,http://www.akh-celle.de
Helios Klinik Cuxhaven GmbH,"Altenwalder Chaussee 10, 27474 Cuxhaven",196,http://www.helios-gesundheit.de/cuxhaven
Capio Elbe-Jeetzel-Klinik Dannenberg,"Hermann-Löns-Straße 2, 29451 Dannenberg",100,http://www.de.capio.com/
Heidekreis-Klinikum GmbH Krankenhaus Walsrode,"Robert-Koch-Straße  4, 29664 Walsrode",267,http://www.heidekreis-klinikum.de
Waldklinik Jesteburg,"Kleckerwaldweg 145, 21266 Jesteburg",55,http://www.waldklinik-jesteburg.de
AMEOS Klinikum Seepark Geestland,"Langener Str. 66, 27607 Geestland",252,https://www.ameos.eu/standorte/ameos-west/geestland/ameos-klinikum-seepark-geestland/
Klinik Lilienthal,"Moorhauser Landstraße 3c, 28865 Lilienthal",91,http://www.klinik-lilienthal.de
Psychiatrische Klinik Uelzen,"An den Zehn Eichen 50, 29525 Uelzen",132,http://www.pk-uelzen.de/
Klinik Dr.Havemann,"Barckhausenstr. 57, 21335 Lüneburg",7,http://www.klinik-havemann.com
Psychiatrische Klinik Lüneburg gemeinnützige GmbH,"Am Wienebütteler Weg 1, 21339 Lüneburg",436,http://www.pk.lueneburg.de
Städtisches Klinikum Lüneburg gemeinnützige GmbH,"Bögelstraße 1, 21339 Lüneburg",510,http://www.klinikum-lueneburg.de
Kreiskrankenhaus Osterholz,"Am Krankenhaus 4, 27711 Osterholz-Scharmbeck",123,https://www.kreiskrankenhaus-osterholz.de
Capio Krankenhaus Land Hadeln,"Große Ortstraße 85, 21762 Otterndorf",95,http://www.capio-krankenhaus-land-hadeln.de
AGAPLESION DIAKONIEKLINIKUM ROTENBURG gemeinnützige GmbH,"Elise-Averdieck-Str. 17, 27356 Rotenburg (Wümme)",714,http://www.diako-online.de
Heidekreis-Klinikum GmbH Krankenhaus Soltau,"Oeninger Weg  30, 29614 Soltau",133,http://www.heidekreis-klinikum.de
Elbe Klinikum Stade,"Bremervörder Straße 111, 21682 Stade",563,http://www.elbekliniken.de
"Aller-Weser-Klinik gGmbH, Krankenhaus Verden","Eitzer Straße 20, 27283 Verden (Aller)",131,http://www.aller-weser-klinik.de
Krankenhaus Winsen ( Luhe ),"Friedrich-Lichtenauer-Allee 1, 21423 Winsen ( Luhe )",255,http://krankenhaus-winsen.de
Klinik Fallingbostel,"Kolkweg 1, 29683 Bad Fallingbostel",17,http://www.klinikfallingbostel.com/
Herz- und Gefäßzentrum Bad Bevensen,"Römstedter Straße 25, 29549 Bad Bevensen",165,https://www.hgz-bb.de/
Orthoklinik Lüneburg GmbH,"Ginsterweg 5-7, 21335 Lüneburg",36,http://www.orthoklinik-lueneburg.de
MediClin Klinikum Soltau,"Oeninger Weg 59, 29614 Soltau",59,http://www.mediclin.de
Klinik Dr. med. T. Witwity e.K.,"Neubourgstr. 4, 21682 Stade",17,https://www.arthroclinic-witwity.de
Klinik Dr. Hancken GmbH,"Harsefelder Str. 8, 21680 Stade",50,http://www.hancken.de/
Helios Klinikum Uelzen GmbH,"Hagenskamp 34, 29525 Uelzen",316,http://www.helios-kliniken.de/klinik/uelzen
HELIOS Seehospital Sahlenburg,"Nordheimstraße  201, 27476 Cuxhaven",65,http://www.helios-gesundheit.de/sahlenburg.html
MediClin Seepark Klinik,"Sebastian-Kneipp-Str. 1, 29389 Bad Bodenteich",88,http://www.seepark-klinik.de/
Ev. Krankenhaus Ginsterhof GmbH,"Metzendorfer Weg 21, 21224 Rosengarten",160,https://ginsterhof.info
Niels-Stensen-Kliniken Marienhospital Ankum-Bersenbrück GmbH,"Lingener Straße 11, 49577 Ankum",105,http://www.niels-stensen-kliniken.de/
"Ubbo-Emmius-Klinik gGmbH, Ostfriesisches Krankenhaus, Klinik Aurich","Wallinghausener Str. 8 - 12, 26603 Aurich",283,http://www.u-e-k.de
Schüchtermann-Klinik,"Ulmenallee 5-11, 49214 Bad Rothenfelde",212,http://www.schuechtermann-klinik.de/
Augenklinik Dr. Georg,"Am Kurpark 13-15, 49214 Bad Rothenfelde",12,http://www.augenklinik-bad-rothenfelde.de
Karl-Jaspers-Klinik,"Hermann-Ehlers-Straße 7, 26160 Bad Zwischenahn",514,https://www.karl-jaspers-klinik.de/
Paulinenkrankenhaus Bad Bentheim,"Paulinenweg 1, 48455 Bad Bentheim",41,https://www.orthopaedie-badbentheim.de/
St. Bernhard-Hospital gemeinnützige GmbH,"Claußenstraße 3, 26919 Brake",103,http://www.krankenhaus-brake.de
Niels-Stensen-Kliniken Bramsche GmbH,"Hasestraße 16, 49565 Bramsche",100,http://www.niels-stensen-klinken.de/
Krankenhaus St. Elisabeth gGmbH,"Lindenstraße 3-7, 49401 Damme",244,http://www.krankenhaus-damme.de
Klinikum Emden - Hans-Susemihl-Krankenhaus gGmbH,"Bolardusstraße 20, 26721 Emden",370,http://www.klinikum-emden.de
St.-Marien-Hospital gGmbH,"St.-Marien-Str. 1, 26169 Friesoythe",115,http://marienstift-friesoythe.de
Klinik für Kinder- und Jugendpsychiatrie Wichernstift gGmbH,"Oldenburger Straße 333, 27777 Ganderkesee",80,http://www.wichernstift.de
Klinikum Osnabrücker Land GmbH,"Hospitalweg 1, 49124 Georgsmarienhütte",80,https://www.klinik-akp-gmh.de
Niels-Stensen-Kliniken St.-Vinzenz-Hospital Haselünne GmbH,"Hammer Str. 9, 49740 Haselünne",179,http://www.niels-stensen-kliniken.de
Klinikum Leer gGmbH,"Augustenstraße 35 - 37, 26789 Leer",350,http://www.klinikum-leer.de
Borromäus Hospital Leer gGmbH,"Kirchstrasse 61 - 67, 26789 Leer",256,http://hospital-leer.de
Bonifatius Hospital Lingen,"Wilhelmstraße 13, 49808 Lingen",401,http://www.bonifatius-hospital-lingen.de
St. Anna Klinik,"St. Annenstr. 9, 49624 Löningen",112,http://www.anna-klinik.de
St. Franziskus-Hospital,"Franziskusstr. 6, 49393 Lohne",146,https://www.franziskushospital-lohne.de/
Niels-Stensen-Klinikum Christliches Klinikum Melle,"Engelgarten 3, 49324 Melle",182,http://niels-stensen-kliniken.de
Krankenhaus Ludmillenstift,"Ludmillenstraße 4-6, 49716 Meppen",420,http://www.ludmillenstift.de
Clemens-August-Klinik,"Wahlde 11, 49434 Neuenkirchen-Vörden",199,http://www.clemensaugust.de
"Ubbo-Emmius-Klinik gGmbH, Ostfriesisches Krankenhaus, Klinik Norden","Osterstr.  110, 26506 Norden",275,http://www.u-e-k.de
Krankenhaus Norderney,"Lippestr. 9-11, 26548 Norderney",64,http://www.krankenhaus-norderney.de/
Helios Klinik Wesermarsch,"Mildred-Scheel-Str. 1, 26954 Nordenham",98,http://www.helios-gesundheit.de/wesermarsch
Euregio-Klinik Hannoverstraße GmbH,"Albert-Schweitzer-Straße 10, 48527 Nordhorn",75,http://www.euregio-klinik.de
Euregio-Klinik - Psychiatrische Tagesklinik,"Backhuusweg 8, 48531 Nordhorn",20,http://www.euregio-klinik.de
Euregio-Klinik Albert-Schweitzer-Straße GmbH,"Albert-Schweitzer-Str. 10, 48527 Nordhorn",497,http://www.euregio-klinik.de
Klinikum Oldenburg AöR,"Rahel-Straus-Str. 10, 26133 Oldenburg",832,http://www.klinikum-oldenburg.de
"Pius-Hospital Oldenburg, Medizinischer Campus Universität Oldenburg","Georgstraße 12, 26121 Oldenburg",395,http://www.pius-hospital.de
Evangelisches Krankenhaus Oldenburg,"Steinweg 13 - 17, 26122 Oldenburg",397,http://www.evangelischeskrankenhaus.de
Paracelsus-Klinik Osnabrück,"Am Natruper Holz 69, 49076 Osnabrück",164,http://www.paracelsus-kliniken.de/osnabrueck
Kinderhospital Osnabrück,"Iburger Straße 187, 49082 Osnabrück",74,https://www.kinderhospital.de
Niels-Stensen-Kliniken Marienhospital Osnabrück,"Bischofsstraße 1, 49074 Osnabrück",525,https://www.niels-stensen-kliniken.de/mho
Klinikum Osnabrück GmbH,"Am Finkenhügel 1, 49076 Osnabrück",768,http://www.klinikum-osnabrueck.info/cms/
Niels-Stensen-Kliniken Krankenhaus St. Raphael Ostercappeln,"Bremer Straße 31, 49179 Ostercappeln",174,https://www.niels-stensen-kliniken.de
Christliches Krankenhaus Quakenbrück GmbH,"Danziger Straße 2, 49610 Quakenbrück",444,http://www.ckq-gmbh.de
Nordwest-Krankenhaus Sanderbusch,"Am Gut Sanderbusch 1, 26452 Sande",355,http://www.sanderbusch.de
Hümmling Hospital Sögel gGmbH,"Mühlenstraße 17, 49751 Sögel",140,N/A
Niels Stensen Kliniken Elisabeth-Kranknehaus Thuine,"Klosterstraße 4, 49832 Thuine",122,https://www.niels-stensen-kliniken.de/elisabeth-krankenhaus.html
St. Johannes-Hospital gGmbH,"Bleichenpfad 9, 26316 Varel",150,http://www.krankenhaus-varel.de
St. Marienhospital Vechta,"Marienstraße 6-8, 49377 Vechta",310,https://www.marienhospital-vechta.de/
Krankenhaus Rheiderland,"Neue Straße 22, 26826 Weener",60,http://www.krankenhaus-rheiderland.de
Krankenhaus Johanneum,"Feldstrasse 1, 27793 Wildeshausen",144,http://www.krankenhaus-johanneum.de
Klinikum Wilhelmshaven gGmbH (ehem. RNK Städtische Kliniken gGmbH),"Friedrich-Paffrath-Straße 100, 26389 Wilhelmshaven",661,http://www.klinikum-whv.de/
Krankenhaus Wittmund gGmbH,"Dohuser Weg 10, 26409 Wittmund",152,https://kh-wtm.de/
Fachklinik Bad Bentheim,"Am Bade 1, 48455 Bad Bentheim",68,http://www.fk-bentheim.de
St. Josefs-Hospital Cloppenburg,"Krankenhausstraße 13, 49661 Cloppenburg",254,https://www.josefshospital-cloppenburg.de/
Niels-Stensen-Kliniken Franziskus-Hospital Harderberg,"Alte Rothenfelder Straße 23, 49124 Georgsmarienhütte",287,https://www.niels-stensen-kliniken.de
Ammerland-Klinik Westerstede,"Lange Straße 38, 26655 Westerstede",375,http://www.ammerland-klinik.de
"Johann-Wilhelm-Ritter-Klinik GmbH und Co. KG, Zentrum für dermatologische Phototherapie","Parkstr. 35-37, 49214 Bad Rothenfelde",33,http://www.hautklinik.de
MediClin Hedon Klinik,"Hedonallee 1, 49811 Lingen",105,http://www.mediclin.de
Marien Hospital Papenburg Aschendorf,"Hauptkanal rechts 74-75, 26871 Papenburg",275,http://www.marien-hospital-papenburg.de/
Westerstede,"Lange Straße 38, 26655 Westerstede",135,http://westerstede.bwkrankenhaus.de/
Christliches Kinderhospital Osnabrück GmbH,"Johannisfreiheit 1, 49074 Osnabrück",146,http://www.christliches-kinderhospital.de/
Inselkrankenhaus Borkum,"Gartenstraße 20, 26757 Borkum",8,http://www.inselkrankenhaus-borkum.de/kliniken/fuer-ihre-gesundheit.html
STENUM Ortho GmbH,"Heilstättenweg  1, 27777 Ganderkesee",51,http://www.stenum-ortho.de/
AMEOS Klinikum Osnabrück,"Knollstraße 31, 49088 Osnabrück",420,http://www.ameos.eu/standorte/ameos-west/osnabrueck/
Klinikum Bremen-Mitte,"St.-Jürgen-Straße 1, 28205 Bremen",788,http://www.gesundheitnord.de/krankenhaeuserundzentren/kbm.html
Klinikum Bremen-Ost,"Züricher Straße 40, 28325 Bremen",711,http://www.Klinikum-Bremen-Ost.de
Klinikum Bremen-Nord,"Hammersbecker Straße 228, 28755 Bremen",456,http://www.gesundheitnord.de/krankenhaeuserundzentren/kbn/kontakt.html
Klinikum Links der Weser,"Senator-Weßling-Str. 1, 28277 Bremen",515,http://www.gesundheitnord.de/krankenhaeuserundzentren/ldw/kontakt.html
DIAKO Ev. Diakonie-Krankenhaus gemeinnützige GmbH,"Gröpelinger Heerstr.  406, 28239 Bremen",401,https://www.diako-bremen.de
Krankenhaus St. Joseph-Stift Bremen GmbH,"Schwachhauser Heerstraße 54, 28209 Bremen",448,http://www.sjs-bremen.de/
Rotes Kreuz Krankenhaus Bremen gGmbH,"St.-Pauli-Deich 24, 28199 Bremen",302,http://www.roteskreuzkrankenhaus.de
Roland Klinik gGmbH,"Niedersachsendamm 72-74, 28201 Bremen",146,http://www.roland-klinik.de
AMEOS Klinikum Dr. Heines Bremen,"Rockwinkeler Landstraße 110, 28325 Bremen",230,https://www.ameos.eu/standorte/ameos-west/bremen/ameos-klinikum-dr-heines-bremen/
Paracelsus-Klinik Bremen,"In der Vahr 65, 28329 Bremen",70,https://www.paracelsus-kliniken.de/bremen.html
Klinikum Bremerhaven Reinkenheide gGmbH,"Postbrookstraße 103, 27574 Bremerhaven",723,https://www.klinikum-bremerhaven.de
AMEOS Klinikum Am Bürgerpark Bremerhaven,"Schiffdorfer Chaussee 29, 27574 Bremerhaven",215,http://www.ameos.eu/standorte/ameos-west/bremerhaven/ameos-klinikum-am-buergerpark-bremerhaven/
AMEOS Klinikum Mitte Bremerhaven,"Wiener Str. 1, 27568 Bremerhaven",182,http://www.ameos.eu/standorte/ameos-west/bremerhaven/ameos-klinikum-st-joseph-bremerhaven/
Neurologisches Rehabilitationszentrum Godeshöhe e.V.,"Waldstraße 2-10, 53177 Bonn",40,http://www.godeshoehe.de
Rheinisch-Westfälisches Zentrum für Frührehabilitation und Beatmung,"Höhenstraße 30, 51588 Nümbrecht",20,http://www.dbkg.de/rwzfb
Schön Klinik Düsseldorf,"Am Heerdter Krankenhaus 2, 40549 Düsseldorf",202,http://www.schoen-klinik.de
Maria-Josef-Hospital Greven GmbH,"Lindenstraße 29, 48286 Greven",188,http://www.maria-josef-hospital.de/de/startseite.html
MediClin Klinik Reichshof,"Berglandstraße 1, 51580 Reichshof",20,http://www.klinik-reichshof.de
St. Mauritius Therapieklinik,"Strümper Str. 111, 40667 Meerbusch",30,http://www.stmtk.de
Evangelisches Krankenhaus Bethanien Iserlohn gGmbH,"Hugo-Fuchs-Allee 3, 58644 Iserlohn",226,http://www.bethanien-iserlohn.de
AGAPLESION ALLGEMEINES KRANKENHAUS HAGEN gem. GmbH,"Grünstr. 35, 58095 Hagen",454,http://www.akh-hagen.de/
Tagesklinik Lemgo - Tagesklinik für Psychiatrie und Psychosomatik,"Rintelner Str. 83, 32657 Lemgo",20,https://www.tk-lemgo.de
Marienhospital Steinfurt; Krankenhaus Standort Steinfurt,"Mauritiusstr. 5, 48565 Steinfurt",214,https://ukm-mhs.de/
"Marienhospital Steinfurt; Standort Emsdetten, Klinik für Psychosomatik und Psychotherapie","Marienstr. 45, 48282 Emsdetten",54,https://ukm-mhs.de
"Marienhospital Steinfurt; Standort Steinfurt, Tagesklinik für Psychosomatik und Psychotherapie","Marienstr. 45, 48282 Emsdetten",16,https://ukm-mhs.de
Universitätsklinikum Düsseldorf,"Moorenstraße 5, 40225 Düsseldorf",1.303,http://www.uniklinik-duesseldorf.de/
"Sana Kliniken Düsseldorf, Standort Gerresheim","Gräulinger Str. 120, 40625 Düsseldorf",278,https://www.sana-gerresheim.de/home.html
"Sana Kliniken Düsseldorf, Standort Benrath","Urdenbacher Allee 83, 40593 Düsseldorf",212,https://www.sana-benrath.de
St. Martinus-Krankenhaus Düsseldorf,"Gladbacher Strasse 26, 40219 Düsseldorf",209,http://www.martinus-duesseldorf.de
Marien Hospital Düsseldorf GmbH,"Rochusstr. 2, 40479 Düsseldorf",461,http://www.marien-hospital.de
Florence-Nightingale-Krankenhaus,"Kreuzbergstraße 79, 40489 Düsseldorf",556,http://www.florence-nightingale-krankenhaus.de
Evangelisches Krankenhaus Düsseldorf,"Kirchfeldstr. 40, 40217 Düsseldorf",513,https://www.evk-duesseldorf.de
Paracelsus Klinik Düsseldorf Golzheim,"Friedrich-Lau-Strasse 11, 40474 Düsseldorf",84,http://www.paracelsus-kliniken.de/duesseldorf
LVR-Klinikum Düsseldorf - Kliniken der Heinrich-Heine-Universität Düsseldorf,"Bergische Landstraße 2, 40629 Düsseldorf",639,http://www.klinikum-duesseldorf.lvr.de
Wedau Kliniken,"Zu den Rehwiesen 9-11, 47055 Duisburg",565,https://www.sana-duisburg.de/home.html
Bertha Krankenhaus,"Maiblumen Str. 5, 47229 Duisburg",81,https://www.sana-duisburg.de/home.html
BG Klinikum Duisburg gGmbH,"Großenbaumer Allee 250, 47249 Duisburg",343,http://www.bg-klinikum-duisburg.de
Helios St. Johannes Klinik,"An der Abtei 7-11, 47166 Duisburg",645,https://www.helios-gesundheit.de/kliniken/duisburg/
Helios Marien Klinik,"Grunewaldstr. 96, 47053 Duisburg",389,https://www.helios-gesundheit.de/kliniken/duisburg/
Fachklinik St. Camillus gGmbH,"Kirchstraße 12, 47178 Duisburg",52,http://www.camillus-duisburg.de
Evangelisches Krankenhaus Duisburg Nord,"Fahrner Straße 133-135, 47169 Duisburg",351,http://www.evkln.de/
Johanniter Krankenhaus Oberhausen,"Steinbrinkstraße 96a, 46145 Oberhausen",361,http://www.evkln.de/
Herzzentrum Duisburg,"Gerrickstraße 21, 47137 Duisburg",270,http://www.evkln.de/
Evangelisches Krankenhaus Dinslaken,"Kreuzstraße 28, 46535 Dinslaken",292,http://www.evkln.de/
BETHESDA Krankenhaus,"Heerstraße 219, 47053 Duisburg",413,http://www.bethesda-krankenhaus-duisburg.de/
Universitätsklinikum Essen,"Hufelandstr. 55, 45147 Essen",1.975,http://www.uk-essen.de
St. Josef Krankenhaus Essen-Werden GmbH,"Propsteistr. 2, 45239 Essen",162,http://www.sankt-josef-werden.de
Elisabeth-Krankenhaus Essen,"Klara-Kopp-Weg 1, 45138 Essen",510,https://www.contilia.de/
"Elisabeth-Krankenhaus Essen, Geriatriezentrum Haus Berge","Germaniastr. 3, 45356 Essen",100,http://www.contilia.de
Alfried Krupp Krankenhaus Steele,"Hellweg 100, 45276 Essen",320,https://www.krupp-krankenhaus.de/essen-steele.html
"KEM | Evang. Kliniken Essen-Mitte gGmbH, Standort Evang. Huyssens-Stiftung Essen-Huttrop","Henricistraße 92, 45136 Essen",509,http://www.kem-med.com
"KEM | Evang. Kliniken Essen-Mitte gGmbH, Standort Evang. Krankenhaus Essen-Steele","Am Deimelsberg 34A, 45276 Essen",187,http://www.kem-med.com
"Evang. Kliniken Essen-Mitte gGmbH, Standort Evang. Krankenhaus Essen-Werden","Pattbergstr. 1-3, 45239 Essen",230,http://www.kem-med.com
Alfried Krupp Krankenhaus Rüttenscheid,"Alfried-Krupp-Straße  21, 45131 Essen",573,https://www.krupp-krankenhaus.de/startseite/alfried-krupp-krankenhaus/alfried-krupp-krankenhaus-ruettenscheid/
LVR-Klinikum Essen,"Virchowstraße 174, 45147 Essen",320,https://klinikum-essen.lvr.de
Helios Klinikum Krefeld,"Lutherplatz 40, 47805 Krefeld",1.002,https://www.helios-gesundheit.de/kliniken/krefeld/
Helios Cäcilien-Hospital Hüls,"Fette Henn 50, 47839 Krefeld-Hüls",170,http://www.helios-kliniken.de/klinik/huels.html
Helios St. Josefshospital Uerdingen,"Kurfürstenstraße 69, 47829 Krefeld",262,https://helios-gesundheit.de/krefeld-uerdingen
Klinik Königshof,"Am Dreifaltigkeitskloster 16, 47807 Krefeld",133,http://www.klinik-koenigshof-krefeld.de
Tagesklinik Klinik Königshof am Helios Krefeld,"Melanchthonstraße 36, 47805 Krefeld",12,http://www.klinik-koenigshof-krefeld.de
[2017-10-02 11:07:06] Alexianer Krefeld GmbH - Krankenhaus Maria-Hilf,"Diessemer Bruch 81, 47805 Krefeld",554,http://www.alexianer-krefeld.de
