Krankenhaus,Adresse,n_Betten,url,address,lat,lng
HELIOS Mariahilf Klinik Hamburg,"Stader Straße 203 c, 21075 Hamburg",176.0,http://www.helios-kliniken.de/klinik/hamburg-mariahilf-klinik.html,"Stader Straße 203 c, 21075 Hamburg",53.4698283,9.9378213
Kath. Marienkrankenhaus gemeinnützige GmbH,"Alfredstraße 9, 22087 Hamburg",585.0,http://www.marienkrankenhaus.org,"Alfredstraße 9, 22087 Hamburg",53.5591559,10.0308533
Wilhelmsburger Krankenhaus Groß-Sand,"Groß-Sand 3, 21107 Hamburg ",208.0,http://www.krankenhaus-gross-sand.de,"Groß-Sand 3, 21107 Hamburg ",53.50357,9.98609
KLINIK DR. GUTH der Klinikgruppe Dr. Guth GmbH &amp; Co. KG,"Jürgensallee 46-48, 22609 Hamburg",100.0,http://www.drguth.de/klinik-dr-guth,"Jürgensallee 46-48, 22609 Hamburg",53.5573798,9.8538028
Krankenhaus Tabea,"Kösterbergstr. 32, 22587 Hamburg",153.0,https://www.tabea-fachklinik.de,"Kösterbergstr. 32, 22587 Hamburg",53.5642171,9.7915684
PRAXISKLINIK MÜMMELMANNSBERG der Klinikgruppe Dr. Guth GmbH &amp; Co. KG,"Oskar-Schlemmer-Str. 9-17, 22115 Hamburg",30.0,https://www.tk-pia-praxisklinik.de/,"Oskar-Schlemmer-Str. 9-17, 22115 Hamburg",53.52739,10.14739
Asklepios Klinik Nord - Heidberg,"Tangstedter Landstraße 400, 22417 Hamburg",664.0,http://www.asklepios.com/nord,"Tangstedter Landstraße 400, 22417 Hamburg",53.6746721,10.0286607
Asklepios Klinik Nord - Ochsenzoll,"Langenhorner Chaussee 560, 22419 Hamburg",624.0,https://www.asklepios.com/nord,"Langenhorner Chaussee 560, 22419 Hamburg",53.6738869,10.0038587
Asklepios Klinik Nord - Wandsbek,"Jüthornstraße 71, 22043 Hamburg",130.0,https://www.asklepios.com/nord,"Jüthornstraße 71, 22043 Hamburg",53.5692594,10.0862819
Asklepios Klinik Nord - TK Volksd.,"Kattjahren 24, 22359 Hamburg",30.0,https://www.asklepios.com/nord,"Kattjahren 24, 22359 Hamburg",53.6524967,10.1616606
Asklepios Klinik Nord - TK Steilshoop,"Steilshooper Straße 293, 22309 Hamburg",25.0,https://www.asklepios.com/nord,"Steilshooper Straße 293, 22309 Hamburg",53.6055854,10.0539262
Asklepios Klinik Nord - TK Horn,"Horner Landstrasse 302-304, 22043 Hamburg",25.0,https://www.asklepios.com/nord,"Horner Landstrasse 302-304, 22043 Hamburg",53.54713,10.085
Asklepios Klinik Nord - TK Alsteror,"Hohen Bleichen 22, 20354 Hamburg",24.0,https://www.asklepios.com/nord,"Hohen Bleichen 22, 20354 Hamburg",53.5538914,9.9874714
Praxis-Klinik Bergedorf,"Alte Holstenstraße 2 und 16, 21031 Hamburg",18.0,http://www.praxis-klinik-bergedorf.de,"Alte Holstenstraße 2 und 16, 21031 Hamburg",53.4939997,10.2064215
"Bethesda - Allgemeines Krankenhaus gGmbH, Bergedorf","Glindersweg 80, 21029 Hamburg",352.0,http://www.klinik-bergedorf.de,"Glindersweg 80, 21029 Hamburg",53.4854055,10.2354138
Universitäres Herz- und Gefäßzentrum UKE Hamburg GmbH,"Martinistraße 52, 20246 Hamburg",270.0,http://www.uhz.de,"Martinistraße 52, 20246 Hamburg",53.5902421,9.9785922
Martini-Klinik am UKE GmbH,"Martinistraße 52, 20246 Hamburg",68.0,http://martini-klinik.de,"Martinistraße 52, 20246 Hamburg",53.5902421,9.9785922
Facharztklinik Hamburg,"Martinistrasse 78, 20251 Hamburg",90.0,http://www.facharztklinik-hamburg.de,"Martinistrasse 78, 20251 Hamburg",53.5883764,9.9726238
AGAPLESION DIAKONIEKLINIKUM HAMBURG,"Hohe Weide 17, 20259 Hamburg",388.0,http://www.d-k-h.de,"Hohe Weide 17, 20259 Hamburg",53.57106,9.96518
Bundeswehrkrankenhaus Hamburg,"Lesserstraße 180, 22049 Hamburg",307.0,http://www.bundeswehrkrankenhaus-hamburg.de,"Lesserstraße 180, 22049 Hamburg",53.5939246,10.0746346
ATOS Klinik Fleetinsel GmbH &amp; Co. KG,"Admiraltätstr.  3-4, 20459 Hamburg",49.0,http://www.atos-kliniken.de,"Admiraltätstr.  3-4, 20459 Hamburg",53.5489214,9.9854358
SKH Stadtteilklinik Hamburg,"Oskar-Schlemmer-Str. 9-17, 22115 Hamburg",15.0,http://www.stadtteilklinik-hamburg.de,"Oskar-Schlemmer-Str. 9-17, 22115 Hamburg",53.52739,10.14739
Psychosomatische Tagesklinik Falkenried,"Jarrestraße 6, 22303 Hamburg",17.0,,"Jarrestraße 6, 22303 Hamburg",53.5837251,10.0203622
Deister Süntel Klinik,"Deisterallee 36, 31848 Bad Münder",50.0,http://www.dsk-bm.de,"Deisterallee 36, 31848 Bad Münder",52.2076742,9.4741281
Klinikum Hann. Münden,"Vogelsang 105, 34346 Hann. Münden",158.0,http://www.khmue.de,"Vogelsang 105, 34346 Hann. Münden",51.39832,9.65841
Klinik für Psychosomatische Medizin und Psychotherapie,"An der Hössen 23, 26655 Westerstede",40.0,https://www.karl-jaspers-klinik.de/,"An der Hössen 23, 26655 Westerstede",53.2567157,7.9168421
AGAPLESION EV. KLINIKUM SCHAUMBURG,"Zum Schaumburger Klinikum 1, 31683 Obernkirchen",437.0,https://www.ev-klinikum-schaumburg.de,"Zum Schaumburger Klinikum 1, 31683 Obernkirchen",52.2647322,9.1056936
Stadtkrankenhaus Delmenhorst GmbH,"Wildeshauser Straße 92, 27753 Delmenhorst",289.0,http://www.jh-del.de,"Wildeshauser Straße 92, 27753 Delmenhorst",53.0447309,8.5912956
HELIOS Klinik Bad Gandersheim,"Albert-Rohloff-Straße 2, 37581 Bad Gandersheim",93.0,http://www.helios-gesundheit.de/klinik/bad-gandersheim.html,"Albert-Rohloff-Straße 2, 37581 Bad Gandersheim",51.87358,10.02702
Asklepios Harzklinik Bad Harzburg,"Ilsenburger Straße 95, 38667 Bad Harzburg",66.0,http://www.asklepios.com/badharzburg,"Ilsenburger Straße 95, 38667 Bad Harzburg",51.8856353,10.5757608
Klinik Dr. Muschinsky,"Wiesenbek 7 - 10, 37431 Bad Lauterberg",32.0,http://www.Muschinsky.de,"Wiesenbek 7 - 10, 37431 Bad Lauterberg",51.62386,10.46877
Diabeteszentrum Bad Lauterberg,"Kirchberg 21, 37431 Bad Lauterberg",62.0,http://www.diabeteszentrum.de,"Kirchberg 21, 37431 Bad Lauterberg",51.627611,10.472202
Städtisches Klinikum Braunschweig gGmbH,"Freisestraße 9/10, 38118 Braunschweig",1.499,http://www.klinikum-braunschweig.de,"Freisestraße 9/10, 38118 Braunschweig",52.2678,10.5101499
Krankenhaus Marienstift,"Helmstedter Str. 35, 38102 Braunschweig",147.0,http://www.marienstift-braunschweig.de,"Helmstedter Str. 35, 38102 Braunschweig",52.2584042,10.5452332
Herzogin Elisabeth Hospital,"Leipziger Str. 24, 38124 Braunschweig",205.0,https://www.heh-bs.de,"Leipziger Str. 24, 38124 Braunschweig",52.2331176,10.5263284
Kirchberg-Klinik Bad Lauterberg,"Kirchberg 7-11, 37431 Bad Lauterberg",35.0,http://www.kirchbergklinik.de,"Kirchberg 7-11, 37431 Bad Lauterberg",51.626,10.46883
Asklepios Harzklinik Clausthal-Zellerfeld,"Windmühlenstraße 1, 38678 Clausthal-Zellerfeld",54.0,http://www.asklepios.com/clausthalzellerfeld,"Windmühlenstraße 1, 38678 Clausthal-Zellerfeld",51.8079108,10.3335158
St. Martini gGmbH Krankenhaus Duderstadt,"Göttinger Str. 34, 37115 Duderstadt",140.0,https://www.krankenhaus-duderstadt.de/,"Göttinger Str. 34, 37115 Duderstadt",51.51672,10.24673
Einbecker BürgerSpital GmbH,"Andershäuser Str. 8, 37574 Einbeck",103.0,http://www.einbecker-buergerspital.de,"Andershäuser Str. 8, 37574 Einbeck",51.83366,9.86862
HELIOS Klinikum Gifhorn GmbH,"Campus 6, 38518 Gifhorn",370.0,https://www.helios-gesundheit.de/kliniken/gifhorn/,"Campus 6, 38518 Gifhorn",52.4971455,10.5487859
Universitätsmedizin Göttingen,"Robert-Koch-Straße 40, 37075 Göttingen",1.563,http://www.med.uni-goettingen.de,"Robert-Koch-Straße 40, 37075 Göttingen",51.5510478,9.9427928
Asklepios Fachklinikum Göttingen,"Rosdorfer Weg 70, 37081 Göttingen",436.0,http://www.asklepios.com/goettingen,"Rosdorfer Weg 70, 37081 Göttingen",51.52517,9.91946
Asklepios Fachklinikum Göttingen - TK Seesen,"Tannenbusch 11, 38723 Seesen",16.0,http://www.asklepios.com/goettingen,"Tannenbusch 11, 38723 Seesen",51.8799576,10.2148506
Asklepios Fachklinikum Göttingen - TK Friedländer Weg,"Friedländer Weg 55, 37085 Göttingen",20.0,http://www.asklepios.com/goettingen,"Friedländer Weg 55, 37085 Göttingen",51.5283098,9.9465858
Evangelisches Krankenhaus Göttingen-Weende gGmbH,"An der Lutter 24, 37075 Göttingen",433.0,http://www.ekweende.de,"An der Lutter 24, 37075 Göttingen",51.5552933,9.9446904
Asklepios Harzklinik Goslar,"Kösliner Straße 12, 38642 Goslar",269.0,http://www.asklepios.com/goslar,"Kösliner Straße 12, 38642 Goslar",51.92842,10.44257
HELIOS St. Marienberg Klinik Helmstedt,"Conringstraße 26, 38350 Helmstedt",315.0,http://www.helios-gesundheit.de/klinik/helmstedt.html,"Conringstraße 26, 38350 Helmstedt",52.2318573,10.9991626
AWO Psychiatriezentrum,"Vor dem Kaiserdom 10, 38154 Königslutter am Elm",705.0,http://www.awo-psychiatriezentrum.de,"Vor dem Kaiserdom 10, 38154 Königslutter am Elm",52.2429534,10.8101773
"DR. FONTHEIM, Klinik für Psychiatrie, Psychotherapie und Psychosomatik","Lindenstraße 15, 38704 Liebenburg",345.0,http://www.fontheim.de,"Lindenstraße 15, 38704 Liebenburg",52.022912,10.4326545
HELIOS Albert-Schweitzer-Klinik Northeim,"Albert-Schweitzer-Weg  1 , 37154 Northeim",210.0,https://www.helios-gesundheit.de/kliniken/Northeim,"Albert-Schweitzer-Weg  1 , 37154 Northeim",51.729988,9.978387
Helios Klinik Herzberg/Osterode,"Dr.-Frössel-Allee 1, 37412 Herzberg am Harz",214.0,http://www.helios-gesundheit.de/herzberg,"Dr.-Frössel-Allee 1, 37412 Herzberg am Harz",51.6694158,10.3434562
Klinikum Peine gGmbH,"Virchowstraße 8h, 31226 Peine",287.0,http://www.klinikum-peine.de,"Virchowstraße 8h, 31226 Peine",52.30322,10.23714
Asklepios Fachklinikum Tiefenbrunn,"Tiefenbrunn _, 37124 Rosdorf",211.0,http://www.asklepios.com/tiefenbrunn,"Tiefenbrunn _, 37124 Rosdorf",51.4993946,9.8700342
St. Elisabeth Krankenhaus Salzgitter gGmbH,"Liebenhaller Str. 20, 38259 Salzgitter",108.0,http://www.st-elisabeth-sz.de,"Liebenhaller Str. 20, 38259 Salzgitter",52.0454884,10.3711719
Helios Klinikum Salzgitter GmbH,"Kattowitzer Str. 191, 38226 Salzgitter",307.0,https://www.helios-gesundheit.de/kliniken/salzgitter/,"Kattowitzer Str. 191, 38226 Salzgitter",52.1549515,10.3195258
Helios Klinik Wittingen GmbH,"Gustav-Dobberkau-Straße 5, 29378 Wittingen",35.0,https://helios-gesundheit.de/kliniken/wittingen/,"Gustav-Dobberkau-Straße 5, 29378 Wittingen",52.7301273,10.7402425
Städtisches Klinikum Wolfenbüttel gGmbH,"Alter Weg 80, 38302 Wolfenbüttel",283.0,http://www.klinikum-wolfenbuettel.de,"Alter Weg 80, 38302 Wolfenbüttel",52.1801956,10.5331339
Klinikum Wolfsburg,"Sauerbruchstraße 7, 38440 Wolfsburg",547.0,http://www.klinikum.wolfsburg.de/startseite/,"Sauerbruchstraße 7, 38440 Wolfsburg",52.413263,10.7688799
Venenzentrum Braunschweig,"Kastanienallee 18-19, 38102 Braunschweig",21.0,https://www.venenzentrum-braunschweig.de/,"Kastanienallee 18-19, 38102 Braunschweig",52.2633747,10.5440417
Asklepios Kliniken Schildautal,"Karl-Herold-Straße 1, 38723 Seesen",319.0,http://www.asklepios.com/seesen,"Karl-Herold-Straße 1, 38723 Seesen",51.8832,10.2169001
Evangelisches Krankenhaus Göttingen-Weende gGmbH - Krankenhaus Neu-Mariahilf,"Waldweg 9, 37073 Göttingen",104.0,http://www.ekweende.de,"Waldweg 9, 37073 Göttingen",51.5416007,9.9427489
Augenklinik Dr. Hoffmann,"Wolfenbütteler Str. 82, 38102 Braunschweig",21.0,http://www.augenklinik-dr-hoffmann.de,"Wolfenbütteler Str. 82, 38102 Braunschweig",52.255517,10.5276412
AGAPLESION KRANKENHAUS NEU BETHLEHEM gGmbH,"Humboldtallee 8, 37073 Göttingen",100.0,http://www.neubethlehem.de,"Humboldtallee 8, 37073 Göttingen",51.54115,9.94344
AMEOS Klinikum Alfeld,"Landrat-Beushausen-Str. 26, 31061 Alfeld",133.0,https://www.ameos.eu/standorte/ameos-west/alfeld/,"Landrat-Beushausen-Str. 26, 31061 Alfeld",51.99421,9.83258
"Kliniken Landkreis Diepholz gGmbH, Klinik Bassum","Marie-Hackfeld-Straße 6, 27211 Bassum",290.0,http://www.kliniken-lkd.de,"Marie-Hackfeld-Straße 6, 27211 Bassum",52.8439184,8.7281468
Krankenhaus Lindenbrunn,"Lindenbrunn 1, 31863 Coppenbrügge",106.0,http://www.krankenhaus-lindenbrunn.de,"Lindenbrunn 1, 31863 Coppenbrügge",52.1095664,9.5498366
"Kliniken Landkreis Diepholz gGmbH, Klinik Diepholz","Eschfeldstaße 8, 49356 Diepholz",130.0,http://www.kliniken-lkd.de,"Eschfeldstaße 8, 49356 Diepholz",52.6107224,8.3767185
Johanniter-Krankenhaus Gronau GmbH,"Johanniterstraße 1-3, 31028 Gronau",111.0,https://www.johanniter-gronau.de,"Johanniterstraße 1-3, 31028 Gronau",52.08279,9.7677401
Gesundheitseinrichtungen Hameln-Pyrmont GmbH - Sana Klinikum Hameln-Pyrmont,"Saint-Maur-Platz 1, 31785 Hameln",402.0,http://www.sana-hm.de,"Saint-Maur-Platz 1, 31785 Hameln",52.107294,9.352046
Sophienklinik GmbH,"Bischofsholer Damm 160, 30173 Hannover",117.0,http://www.sophienklinik.de/,"Bischofsholer Damm 160, 30173 Hannover",52.3622546,9.7773184
DRK-Krankenhaus Clementinenhaus,"Lützerodestraße 1, 30161 Hannover",195.0,http://www.clementinenhaus.de/,"Lützerodestraße 1, 30161 Hannover",52.3868199,9.7449415
Kinder- und Jugendkrankenhaus AUF DER BULT,"Janusz-Korczak-Allee 12, 30173 Hannover",272.0,http://www.auf-der-bult.de/,"Janusz-Korczak-Allee 12, 30173 Hannover",52.3600207,9.7784041
"Kinder- und Jugendkrankenhaus AUF DER BULT, Tagesklinik und Ambulanz Celle","Fritzenwiese 15, 29221 Celle",12.0,https://www.auf-der-bult.de/kinder-und-jugendpsychiatrie-stationen-15-16-17-18-19-und-20/tagesklinik-und-institutsambulanz-celle/,"Fritzenwiese 15, 29221 Celle",52.6273159,10.0839468
DIAKOVERE Henriettenstift,"Marienstraße 72-90, 30171 Hannover",485.0,http://www.diakovere.de/henriettenstift,"Marienstraße 72-90, 30171 Hannover",52.369888,9.753844
DIAKOVERE Friederikenstift,"Humboldtstraße 5, 30169 Hannover",428.0,http://www.diakovere.de/friederikenstift,"Humboldtstraße 5, 30169 Hannover",52.3710925,9.7239772
KRH Klinikum Nordstadt,"Haltenhoffstraße 41, 30167 Hannover",428.0,https://nordstadt.krh.de/,"Haltenhoffstraße 41, 30167 Hannover",52.3917285,9.7135875
Medizinische Hochschule Hannover,"Carl-Neuberg-Straße 1, 30625 Hannover",1.52,http://www.mh-hannover.de,"Carl-Neuberg-Straße 1, 30625 Hannover",52.3834749,9.8047999
Vinzenzkrankenhaus Hannover,"Lange-Feld-Strasse 31, 30559 Hannover",345.0,http://www.vinzenzkrankenhaus.de,"Lange-Feld-Strasse 31, 30559 Hannover",52.35892,9.81466
BDH-Klinik Hessisch Oldendorf gGmbH,"Greitstraße 18-28, 31840 Hessisch Oldendorf",113.0,http://www.bdh-klinik-hessisch-oldendorf.de,"Greitstraße 18-28, 31840 Hessisch Oldendorf",52.17372,9.2483901
St. Bernward Krankenhaus,"Treibestr. 9, 31134 Hildesheim",508.0,https://www.bernward-khs.de/,"Treibestr. 9, 31134 Hildesheim",52.1467412,9.9470766
Helios Klinikum Hildesheim GmbH,"Senator-Braun-Allee 33, 31135 Hildesheim",579.0,https://www.helios-gesundheit.de/kliniken/hildesheim/,"Senator-Braun-Allee 33, 31135 Hildesheim",52.15131,9.9766266
KRH Psychiatrie Langenhagen,"Rohdehof 3, 30853 Langenhagen",184.0,https://psychiatrie-langenhagen.krh.de/,"Rohdehof 3, 30853 Langenhagen",52.4440619,9.7400746
Paracelsus-Klinik am Silbersee,"Oertzeweg 24, 30851 Langenhagen",90.0,https://www.paracelsus-kliniken.de/langenhagen.html,"Oertzeweg 24, 30851 Langenhagen",52.4338222,9.758037
Burghof-Klinik,"Ritterstraße 19, 31737 Rinteln",182.0,http://www.burghof-klinik.de,"Ritterstraße 19, 31737 Rinteln",52.1842867,9.0817163
Klinikum Wahrendorff,"Rudolf-Wahrendorff-Str. 22, 31319 Sehnde OT Ilten",281.0,http://www.wahrendorff.de,"Rudolf-Wahrendorff-Str. 22, 31319 Sehnde OT Ilten",52.3451012,9.9337867
Augenklinik Stadthagen,"Brunnenstr.  12, 31655 Stadthagen",3.0,http://www.augenklinik.org,"Brunnenstr.  12, 31655 Stadthagen",52.31769,9.20642
"Kliniken Landkreis Diepholz gGmbH, Klinik Sulingen","Schmelingstraße 47, 27232 Sulingen",133.0,http://www.kliniken-lkd.de,"Schmelingstraße 47, 27232 Sulingen",52.6836,8.8053299
DIAKOVERE Annastift,"Anna-von-Borries-Straße  1-7, 30625 Hannover",161.0,https://www.diakovere.de/unternehmen-mehr/krankenhaeuser/annastift/,"Anna-von-Borries-Straße  1-7, 30625 Hannover",52.3692602,9.810055
KRH Geriatrie Langenhagen (Akut-Geriatrie),"Rohdehof  3, 30853 Langenhagen",40.0,http://krh.eu/klinikum/GEL/Seiten/default.aspx,"Rohdehof  3, 30853 Langenhagen",52.4440619,9.7400746
Helios Kliniken Mittelweser,"Ziegelkampstr. 39, 31582 Nienburg",285.0,http://www.helios-gesundheit.de/mittelweser,"Ziegelkampstr. 39, 31582 Nienburg",52.6355919,9.2244736
Helios Kliniken Mittelweser,"Holzhäuser Weg 28, 31592 Stolzenau",63.0,http://www.helios-gesundheit.de/mittelweser,"Holzhäuser Weg 28, 31592 Stolzenau",52.51596,9.06834
KRH Klinikum Robert Koch Gehrden,"Von-Reden-Straße 1, 30989 Gehrden",358.0,http://krh.eu/klinikum/RKG/Seiten/default.aspx,"Von-Reden-Straße 1, 30989 Gehrden",52.3031822,9.6005005
KRH Klinikum Agnes Karll Laatzen,"Hildesheimer Straße 158, 30880 Laatzen",246.0,https://laatzen.krh.de/,"Hildesheimer Straße 158, 30880 Laatzen",52.30748,9.7987899
KRH Klinikum Großburgwedel,"Fuhrberger Straße 8, 30938 Burgwedel",223.0,https://grossburgwedel.krh.de/,"Fuhrberger Straße 8, 30938 Burgwedel",52.49634,9.86174
AMEOS Klinikum Hildesheim,"Goslarsche Landstraße 60, 31135 Hildesheim",475.0,https://www.ameos.eu/standorte/ameos-west/hildesheim/,"Goslarsche Landstraße 60, 31135 Hildesheim",52.1464348,9.9842092
KRH Klinikum Neustadt am Rübenberge,"Lindenstraße  75, 31535 Neustadt am Rübenberge",275.0,http://www.krh.eu/klinikum/NRB/Seiten/default.aspx,"Lindenstraße  75, 31535 Neustadt am Rübenberge",52.49346,9.46614
KRH Klinikum Lehrte,"Manskestraße 22, 31275 Lehrte",158.0,https://lehrte.krh.de/,"Manskestraße 22, 31275 Lehrte",52.37997,9.9836
KRH Psychiatrie Wunstorf,"Südstraße  25, 31515 Wunstorf",486.0,https://www.krh.eu,"Südstraße  25, 31515 Wunstorf",52.424376,9.4305263
MEDIAN Zentrum für Verhaltensmedizin Bad Pyrmont - Fachkrankenhaus,"Bombergallee 11, 31812 Bad Pyrmont",73.0,https://www.median-kliniken.de/de/median-zentrum-fuer-verhaltensmedizin-bad-pyrmont-fachkrankenhaus/,"Bombergallee 11, 31812 Bad Pyrmont",51.99116,9.25254
AMEOS Klinikum Hameln,"Wilhelmstraße 5, 31785 Hameln",53.0,https://www.ameos.eu/standorte/ameos-west/hameln/ameos-klinikum-hameln/,"Wilhelmstraße 5, 31785 Hameln",52.1028874,9.3628889
MediClin Klinik für Akutpsychosomatik und Psychotherapie,"Lug ins Land 5, 31848 Bad Münder",49.0,http://www.deister-weser-kliniken.de,"Lug ins Land 5, 31848 Bad Münder",52.20826,9.47127
AGAPLESION EV. BATHILDISKRANKENHAUS gemeinnützige GmbH,"Maulbeerallee 4, 31812 Bad Pyrmont",243.0,http://www.bathildis.de,"Maulbeerallee 4, 31812 Bad Pyrmont",51.98533,9.2738101
AGAPLESION EVANGELISCHES KRANKENHAUS HOLZMINDEN,"Forster Weg  34, 37603 Holzminden",183.0,http://www.evk-holzminden.de/,"Forster Weg  34, 37603 Holzminden",51.83434,9.45476
KRH Klinikum Siloah,"Stadionbrücke  4, 30449 Hannover",555.0,http://krh.eu/siloah,"Stadionbrücke  4, 30449 Hannover",52.3595457,9.7245203
Psychiatrisch-Psychosomatische Klinik Celle,"Schlepegrellstraße 4, 29223 Celle",67.0,http://www.klinikum-celle.de,"Schlepegrellstraße 4, 29223 Celle",52.6281472,10.0873795
"Aller-Weser-Klinik gGmbH, Krankenhaus Achim","Bierdener Mühle 2, 28832 Achim",124.0,http://www.aller-weser-klink.de,"Bierdener Mühle 2, 28832 Achim",53.0183667,9.0049683
Diana Krankenhausbetriebsgesellschaft mbH,"Dahlenburger Straße 2 a, 29549 Bad Bevensen",30.0,http://www.diana-klinik.de/,"Dahlenburger Straße 2 a, 29549 Bad Bevensen",53.08106,10.58888
Falkenried Caduceus Klinik,"Niendorfer Weg 5, 29549 Bad Bevensen",33.0,http://caduceus-klinik.de/,"Niendorfer Weg 5, 29549 Bad Bevensen",53.09065,10.60204
OsteMed Klinik Bremervörde,"Gnarrenburger Straße 117, 27432 Bremervörde",102.0,http://www.ostemed.de,"Gnarrenburger Straße 117, 27432 Bremervörde",53.47135,9.13539
Krankenhaus Buchholz,"Steinbecker Straße 44, 21244 Buchholz in der Nordheide",291.0,http://krankenhaus-buchholz.de,"Steinbecker Straße 44, 21244 Buchholz in der Nordheide",53.3333974,9.8732151
Elbe Klinikum Buxtehude,"Am Krankenhaus 1, 21614 Buxtehude",256.0,http://www.elbekliniken.de,"Am Krankenhaus 1, 21614 Buxtehude",53.46172,9.67518
ALLGEMEINES KRANKENHAUS CELLE,"Siemensplatz 4, 29223 Celle",635.0,http://www.akh-celle.de,"Siemensplatz 4, 29223 Celle",52.6286964,10.0847656
Helios Klinik Cuxhaven GmbH,"Altenwalder Chaussee 10, 27474 Cuxhaven",196.0,http://www.helios-gesundheit.de/cuxhaven,"Altenwalder Chaussee 10, 27474 Cuxhaven",53.8522631,8.6923471
Capio Elbe-Jeetzel-Klinik Dannenberg,"Hermann-Löns-Straße 2, 29451 Dannenberg",100.0,http://www.de.capio.com/,"Hermann-Löns-Straße 2, 29451 Dannenberg",53.0830901,11.0802717
Heidekreis-Klinikum GmbH Krankenhaus Walsrode,"Robert-Koch-Straße  4, 29664 Walsrode",267.0,http://www.heidekreis-klinikum.de,"Robert-Koch-Straße  4, 29664 Walsrode",52.85915,9.58658
Waldklinik Jesteburg,"Kleckerwaldweg 145, 21266 Jesteburg",55.0,http://www.waldklinik-jesteburg.de,"Kleckerwaldweg 145, 21266 Jesteburg",53.3193625,9.9489471
AMEOS Klinikum Seepark Geestland,"Langener Str. 66, 27607 Geestland",252.0,https://www.ameos.eu/standorte/ameos-west/geestland/ameos-klinikum-seepark-geestland/,"Langener Str. 66, 27607 Geestland",53.6160947,8.6316671
Klinik Lilienthal,"Moorhauser Landstraße 3c, 28865 Lilienthal",91.0,http://www.klinik-lilienthal.de,"Moorhauser Landstraße 3c, 28865 Lilienthal",53.1498007,8.9073364
Psychiatrische Klinik Uelzen,"An den Zehn Eichen 50, 29525 Uelzen",132.0,http://www.pk-uelzen.de/,"An den Zehn Eichen 50, 29525 Uelzen",52.96681,10.52842
Klinik Dr.Havemann,"Barckhausenstr. 57, 21335 Lüneburg",7.0,http://www.klinik-havemann.com,"Barckhausenstr. 57, 21335 Lüneburg",53.2381156,10.410462
Psychiatrische Klinik Lüneburg gemeinnützige GmbH,"Am Wienebütteler Weg 1, 21339 Lüneburg",436.0,http://www.pk.lueneburg.de,"Am Wienebütteler Weg 1, 21339 Lüneburg",53.2535914,10.3866786
Städtisches Klinikum Lüneburg gemeinnützige GmbH,"Bögelstraße 1, 21339 Lüneburg",510.0,http://www.klinikum-lueneburg.de,"Bögelstraße 1, 21339 Lüneburg",53.2404103,10.3952698
Kreiskrankenhaus Osterholz,"Am Krankenhaus 4, 27711 Osterholz-Scharmbeck",123.0,https://www.kreiskrankenhaus-osterholz.de,"Am Krankenhaus 4, 27711 Osterholz-Scharmbeck",53.2338029,8.7928951
Capio Krankenhaus Land Hadeln,"Große Ortstraße 85, 21762 Otterndorf",95.0,http://www.capio-krankenhaus-land-hadeln.de,"Große Ortstraße 85, 21762 Otterndorf",53.8121445,8.888306
